"","newTarget","Marital.status","Application.mode","Application.order","Course","Day.eve.attendance","Previous.qualification","Nationality","Mother.qualification","Father.qualification","Mother.occupation","Father.occupation","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","Fsem.without.eval","Ssem.credit","Ssem.enrolled","Ssem.eval","Ssem.grade","Ssem.without.eval","Unemployment.rate","Inflation.rate","GDP"
"3732","0",1,16,1,5,1,1,1,23,28,10,10,1,0,0,1,1,0,21,0,4,12,12,13.5,0,8.9,1.4,3.51
"3733","1",1,1,3,2,1,1,1,4,3,2,2,1,0,0,1,1,0,19,0,0,0,0,0,0,12.7,3.7,-1.7
"3734","0",2,12,1,10,1,1,1,22,27,8,8,0,0,0,1,1,1,40,0,0,6,10,12.75,0,8.9,1.4,3.51
"3735","0",1,14,1,9,1,1,1,13,1,10,6,0,0,0,1,1,0,22,0,5,9,14,11.25,2,12.7,3.7,-1.7
"3736","1",1,1,2,12,1,1,1,23,27,10,10,1,0,0,1,1,0,19,0,0,7,7,13.2,0,7.6,2.6,0.32
"3739","1",1,8,4,7,1,1,1,3,1,10,4,1,0,0,1,1,0,18,0,0,5,6,14.6,0,8.9,1.4,3.51
"3740","0",1,8,3,7,1,1,1,22,27,10,8,0,0,0,1,1,0,18,0,0,5,10,11.5,4,7.6,2.6,0.32
"3741","0",1,16,1,14,1,1,1,3,1,4,11,0,0,0,1,1,0,24,0,0,6,12,13.66666667,0,11.1,0.6,2.02
"3743","1",1,8,1,14,1,1,1,13,28,8,10,1,0,0,1,0,1,19,0,0,6,6,14,0,12.4,0.5,1.79
"3745","0",1,8,3,16,1,1,1,10,1,5,1,1,0,0,1,0,0,18,0,0,6,12,0,0,7.6,2.6,0.32
"3746","1",1,1,1,2,1,1,1,3,1,5,4,1,0,0,0,0,0,19,0,0,0,0,0,0,16.2,0.3,-0.92
"3747","1",1,1,1,12,1,1,1,1,1,5,5,1,0,0,1,0,1,19,0,0,8,8,12.82875,0,9.4,-0.8,-3.12
"3748","1",1,14,1,8,1,1,1,24,3,4,3,1,0,0,1,0,0,21,5,0,5,6,13.75,1,10.8,1.4,1.74
"3749","0",1,1,3,12,1,1,1,1,14,5,6,1,0,1,1,0,0,18,0,0,8,0,0,0,13.9,-0.3,0.79
"3750","1",1,1,4,5,1,1,1,3,14,2,6,1,0,0,1,0,0,19,0,0,6,6,13.16666667,0,9.4,-0.8,-3.12
"3751","1",1,8,2,12,1,1,1,23,28,8,8,1,0,0,1,0,0,19,0,0,8,8,13.93714286,0,10.8,1.4,1.74
"3752","1",1,1,1,5,1,1,1,3,1,3,11,1,0,0,1,0,0,20,0,8,12,12,14.58333333,0,15.5,2.8,-4.06
"3753","1",1,1,2,15,1,1,1,1,1,10,5,1,0,0,1,0,0,18,0,0,6,6,12.2,0,12.7,3.7,-1.7
"3754","1",1,14,4,12,1,6,1,22,27,10,10,1,0,0,1,0,0,20,0,0,7,7,14.85,0,7.6,2.6,0.32
"3755","0",1,12,1,6,1,12,1,13,27,8,12,0,0,0,1,0,0,26,1,0,5,12,0,4,10.8,1.4,1.74
"3756","0",1,9,4,12,1,1,1,3,1,4,5,1,0,0,1,0,0,18,0,0,8,9,15.62222222,0,13.9,-0.3,0.79
"3757","1",1,12,1,3,0,1,1,22,27,10,10,0,0,0,1,0,0,58,0,0,6,10,11.6,0,9.4,-0.8,-3.12
"3758","1",1,1,2,12,1,1,1,1,3,5,4,0,0,0,1,0,0,18,0,0,8,8,13.5425,0,15.5,2.8,-4.06
"3760","0",1,8,1,17,0,1,1,23,27,7,8,0,0,0,1,0,0,20,0,0,5,0,0,0,11.1,0.6,2.02
"3761","1",1,2,1,9,1,1,1,22,27,10,10,1,0,0,1,0,0,29,0,12,14,17,11.92857143,0,9.4,-0.8,-3.12
"3762","0",1,4,1,10,1,3,1,1,1,5,11,0,0,1,0,0,0,27,0,0,5,6,0,0,16.2,0.3,-0.92
"3763","1",1,1,1,6,1,1,1,13,28,6,8,1,0,0,1,0,1,21,0,0,6,11,13,0,11.1,0.6,2.02
"3764","1",1,1,1,10,1,1,1,1,14,5,10,0,0,0,1,0,1,20,0,0,6,8,11.16666667,0,15.5,2.8,-4.06
"3765","1",1,8,1,10,1,1,1,13,28,4,8,0,0,0,1,0,1,19,0,0,6,9,12.2,0,11.1,0.6,2.02
"3766","1",1,1,1,12,1,1,1,22,28,7,7,1,0,0,1,0,1,22,0,0,8,12,13.15,0,11.1,0.6,2.02
"3767","1",1,9,3,5,1,1,1,23,27,10,8,1,0,0,1,0,1,19,0,0,6,6,13,0,15.5,2.8,-4.06
"3768","0",1,8,1,15,1,1,1,22,1,10,9,1,0,1,0,0,0,19,0,0,6,6,0,0,12.4,0.5,1.79
"3770","0",1,1,3,15,1,1,1,1,1,5,5,1,0,0,1,0,1,18,0,0,6,7,13.2,0,12.4,0.5,1.79
"3771","0",1,15,1,8,1,14,1,1,14,5,9,0,0,0,1,0,0,19,0,0,6,0,0,0,12.7,3.7,-1.7
"3772","1",1,15,1,4,1,14,1,1,1,5,4,1,0,0,1,0,0,20,0,0,6,7,12.6,0,12.4,0.5,1.79
"3773","1",1,1,4,10,1,1,1,1,28,10,8,1,0,0,1,0,1,19,0,0,6,7,13.42857143,0,11.1,0.6,2.02
"3774","0",1,12,1,6,1,12,1,22,27,10,10,1,0,1,0,0,1,26,0,0,6,6,0,0,13.9,-0.3,0.79
"3775","1",1,1,1,10,1,1,1,1,14,5,8,1,0,0,1,0,1,18,0,0,6,7,14.14285714,0,11.1,0.6,2.02
"3776","0",1,1,1,6,1,1,1,22,27,5,10,1,0,1,1,0,0,29,2,1,5,11,12.5,0,12.7,3.7,-1.7
"3777","1",1,15,1,4,1,14,1,3,1,3,7,1,0,0,0,0,0,20,0,0,6,10,13,0,16.2,0.3,-0.92
"3778","1",1,1,1,5,1,1,1,13,2,8,4,1,0,0,1,0,0,19,0,0,6,6,12.66666667,0,15.5,2.8,-4.06
"3781","1",1,9,1,12,1,1,1,3,3,2,2,1,0,0,1,0,0,18,0,0,8,8,13.15428571,0,10.8,1.4,1.74
"3782","1",1,1,3,5,1,1,1,1,28,5,8,1,0,0,1,0,1,19,0,0,6,6,12.83333333,0,9.4,-0.8,-3.12
"3783","1",1,8,2,16,1,1,1,1,14,6,6,1,0,0,1,0,0,18,0,0,7,7,13.14285714,0,12.4,0.5,1.79
"3785","0",1,4,1,3,0,15,1,22,14,10,4,0,0,0,1,0,0,36,0,5,9,10,13.75,0,8.9,1.4,3.51
"3787","0",1,8,2,2,1,1,14,1,1,3,4,1,0,0,1,1,0,20,0,0,0,0,0,0,11.1,0.6,2.02
"3788","0",1,1,1,10,1,1,1,23,28,10,9,1,0,0,1,1,0,18,0,0,6,12,0,0,11.1,0.6,2.02
"3790","0",1,8,1,10,1,1,1,1,34,5,3,1,0,1,0,1,0,20,0,2,6,6,12.5,0,8.9,1.4,3.51
"3791","1",1,1,2,12,1,1,1,13,14,5,8,1,0,0,1,1,0,18,0,0,8,10,13.472,0,15.5,2.8,-4.06
"3792","0",1,15,1,8,1,14,1,3,1,4,7,1,0,1,1,1,0,20,0,1,6,13,10.66666667,0,12.4,0.5,1.79
"3793","0",1,9,1,7,1,1,1,13,1,12,4,1,0,1,0,1,0,24,0,0,5,5,0,0,9.4,-0.8,-3.12
"3794","0",1,8,1,15,1,1,1,13,28,6,8,1,0,0,1,1,0,19,0,0,6,0,0,0,8.9,1.4,3.51
"3795","0",1,8,1,7,1,1,1,13,14,8,10,1,0,0,1,1,0,18,0,0,5,10,12,3,7.6,2.6,0.32
"3796","1",1,1,3,7,1,1,1,4,28,3,8,1,0,0,1,1,0,18,0,0,5,6,13.2,0,8.9,1.4,3.51
"3797","1",1,1,1,11,1,1,1,1,14,5,5,0,0,0,1,1,0,18,0,0,6,7,11.8,0,8.9,1.4,3.51
"3798","0",1,14,2,14,1,1,1,3,14,2,8,1,0,0,1,1,0,22,0,0,6,6,0,0,16.2,0.3,-0.92
"3799","1",1,1,1,14,1,1,1,13,28,10,10,0,0,0,1,1,0,19,0,0,6,7,13.85714286,0,11.1,0.6,2.02
"3800","0",2,12,1,6,1,9,1,1,29,6,4,1,0,1,0,0,0,32,0,0,6,6,0,0,13.9,-0.3,0.79
"3801","0",1,8,1,16,1,1,1,19,14,1,4,1,0,0,1,0,1,21,0,0,6,12,0,0,7.6,2.6,0.32
"3802","1",1,9,1,12,1,1,1,22,27,7,7,1,0,0,1,0,1,19,0,0,8,8,13.54285714,0,12.7,3.7,-1.7
"3803","1",4,14,1,3,0,1,1,23,27,10,10,0,0,0,1,0,1,39,0,2,7,10,11.71428571,0,12.7,3.7,-1.7
"3804","1",1,14,1,3,0,8,1,19,24,1,1,1,0,0,1,0,0,30,0,2,7,7,12.14285714,0,7.6,2.6,0.32
"3805","0",1,1,1,9,1,1,1,1,14,6,6,1,0,0,1,0,0,18,1,0,5,13,10,0,9.4,-0.8,-3.12
"3806","0",2,14,1,17,0,1,1,22,27,10,10,1,0,0,1,0,0,38,0,2,10,10,10,0,7.6,2.6,0.32
"3807","1",1,1,3,5,1,1,1,19,27,6,8,1,0,0,1,0,0,20,0,0,6,6,13.33333333,0,9.4,-0.8,-3.12
"3808","1",1,12,1,3,0,12,1,19,24,1,1,0,0,0,1,0,0,55,0,1,6,6,12.83333333,0,7.6,2.6,0.32
"3809","0",4,11,1,5,1,2,1,19,24,1,1,0,0,0,1,0,0,53,0,13,18,18,13,0,7.6,2.6,0.32
"3810","0",2,12,1,3,0,1,1,19,24,1,1,0,0,0,1,0,0,54,0,0,6,12,12.6,0,7.6,2.6,0.32
"3811","0",1,14,1,12,1,1,1,22,27,10,8,1,0,0,1,0,1,18,0,0,7,8,12.86,0,7.6,2.6,0.32
"3812","0",1,12,1,3,0,1,1,22,27,10,9,0,0,1,0,0,0,44,2,2,7,9,12,2,8.9,1.4,3.51
"3813","1",1,14,1,10,1,1,1,22,27,10,7,1,0,0,1,0,0,28,0,8,11,13,12.55555556,0,10.8,1.4,1.74
"3814","1",1,4,1,3,0,17,1,13,14,10,5,0,0,0,1,0,0,37,0,8,11,11,16.90909091,0,8.9,1.4,3.51
"3815","1",1,14,1,10,1,1,1,11,12,12,12,1,0,0,1,0,0,20,0,3,7,10,11.77777778,0,7.6,2.6,0.32
"3817","0",1,1,1,10,1,1,1,13,14,10,10,1,0,0,1,1,0,19,0,0,6,12,11,0,8.9,1.4,3.51
"3818","1",1,8,1,4,1,1,1,23,27,6,10,1,0,0,1,1,1,23,0,12,13,13,12.92307692,0,15.5,2.8,-4.06
"3819","0",1,8,1,10,1,1,1,13,27,7,7,0,0,0,1,1,0,22,0,0,6,0,0,0,13.9,-0.3,0.79
"3820","0",1,12,1,11,1,1,1,3,14,4,6,0,0,0,0,1,0,24,0,0,6,0,0,0,11.1,0.6,2.02
"3822","0",1,12,1,4,1,1,1,1,28,6,7,0,0,0,1,1,0,26,0,0,6,6,0,0,13.9,-0.3,0.79
"3823","1",1,8,6,15,1,1,1,22,27,6,6,1,0,0,1,1,0,18,0,0,6,6,14.83333333,0,9.4,-0.8,-3.12
"3824","0",1,15,1,8,1,14,1,23,14,10,10,0,0,0,1,1,0,24,0,1,6,8,13.5,0,11.1,0.6,2.02
"3826","0",1,1,1,2,1,1,1,1,28,8,9,1,0,0,1,1,0,26,0,0,0,0,0,0,11.1,0.6,2.02
"3827","0",1,12,1,11,1,12,1,22,27,10,5,0,0,0,1,1,0,27,0,0,6,10,14.75,0,16.2,0.3,-0.92
"3828","1",1,15,1,4,1,14,1,22,27,10,7,1,0,0,1,1,1,20,0,0,6,6,13.2,0,12.4,0.5,1.79
"3829","0",1,1,1,7,1,1,1,10,1,5,11,1,0,0,1,1,0,19,0,0,5,10,14,3,7.6,2.6,0.32
"3830","0",1,1,1,6,1,1,1,23,28,5,10,0,0,0,1,1,1,18,0,0,6,9,15.5,0,11.1,0.6,2.02
"3831","1",1,1,3,12,1,1,1,1,1,5,5,1,0,0,1,1,0,18,0,0,8,8,12.36571429,0,10.8,1.4,1.74
"3834","0",1,1,1,10,1,1,1,23,14,9,11,1,0,0,1,1,0,19,0,0,6,0,0,0,16.2,0.3,-0.92
"3835","1",1,1,1,15,1,1,1,1,14,5,5,0,0,0,1,1,1,19,0,0,6,9,12.33333333,0,9.4,-0.8,-3.12
"3836","0",2,12,1,4,1,1,1,2,2,2,5,0,0,0,1,1,0,30,0,5,12,16,11.8,0,15.5,2.8,-4.06
"3837","0",1,14,1,15,1,1,1,1,3,10,4,0,0,0,0,1,0,22,4,0,5,8,12,0,10.8,1.4,1.74
"3838","0",1,8,1,9,1,1,1,3,28,2,10,0,0,0,0,1,0,19,0,0,5,7,11.33333333,0,15.5,2.8,-4.06
"3839","0",1,1,1,9,1,1,1,23,1,10,9,0,0,0,1,1,0,21,0,0,5,10,10,0,7.6,2.6,0.32
"3840","0",1,1,2,2,1,1,1,22,27,10,10,1,0,0,0,1,0,22,0,0,0,0,0,0,7.6,2.6,0.32
"3843","0",1,12,1,4,1,12,1,3,1,3,9,1,0,0,1,1,0,35,0,0,6,10,0,0,13.9,-0.3,0.79
"3844","0",1,7,2,9,1,1,1,22,27,10,10,1,0,0,1,1,0,20,0,0,5,7,11,0,7.6,2.6,0.32
"3845","1",1,1,1,8,1,1,1,6,9,5,6,0,0,0,1,1,0,21,0,0,5,5,12.8,0,7.6,2.6,0.32
"3846","0",1,12,1,6,1,9,1,19,24,13,13,0,0,1,0,1,0,27,0,0,5,5,0,0,7.6,2.6,0.32
"3847","0",1,14,1,15,1,1,1,22,28,10,6,1,0,0,0,1,0,26,0,0,6,15,0,0,9.4,-0.8,-3.12
"3848","0",1,8,1,15,1,1,1,1,23,4,4,0,0,0,0,1,0,20,0,0,5,10,0,0,10.8,1.4,1.74
"3849","0",1,12,1,4,1,1,1,22,27,7,7,0,0,1,0,1,0,28,0,2,8,17,11.6,1,15.5,2.8,-4.06
"3850","1",1,1,3,15,1,1,1,13,28,10,8,1,0,0,1,1,0,19,0,0,6,6,13.66666667,0,11.1,0.6,2.02
"3851","0",1,14,1,17,0,1,1,22,14,10,10,0,0,0,0,1,0,47,0,0,5,5,0,0,12.7,3.7,-1.7
"3852","0",4,12,1,15,1,9,1,22,27,5,10,0,0,0,0,1,0,55,0,0,6,9,12.4,0,10.8,1.4,1.74
"3853","0",1,14,1,4,1,1,1,22,27,6,10,1,0,0,1,1,0,39,0,1,6,8,11,0,16.2,0.3,-0.92
"3854","0",2,1,1,4,1,1,1,22,27,10,10,1,0,1,1,1,0,35,1,12,12,12,10.66666667,0,15.5,2.8,-4.06
"3855","0",1,12,1,10,1,1,1,22,20,1,5,0,0,0,0,1,0,32,0,0,6,12,0,0,7.6,2.6,0.32
"3856","1",1,1,4,15,1,1,1,3,10,3,10,1,0,0,1,1,0,20,0,0,6,6,16.66666667,0,8.9,1.4,3.51
"3857","1",1,12,1,11,1,1,1,22,27,10,10,0,0,0,1,1,0,36,0,0,6,9,13.2,0,12.7,3.7,-1.7
"3858","1",1,12,1,17,0,12,1,23,14,10,11,0,0,1,1,1,1,34,0,0,5,14,14.375,5,16.2,0.3,-0.92
"3859","0",1,1,1,14,1,1,1,23,14,1,3,1,0,0,1,1,0,21,0,0,5,5,0,0,9.4,-0.8,-3.12
"3860","0",1,14,1,17,0,1,1,22,14,4,11,0,0,0,1,1,1,42,0,0,5,14,11,0,13.9,-0.3,0.79
"3861","0",1,12,1,4,1,12,1,22,14,10,8,0,0,0,1,1,0,25,0,0,6,13,11.75,0,12.4,0.5,1.79
"3862","0",1,9,1,15,1,1,1,23,28,7,8,1,0,0,1,1,1,18,0,0,6,0,0,0,8.9,1.4,3.51
"3863","1",1,1,1,15,1,1,1,13,28,10,10,0,0,0,1,1,1,18,0,0,6,6,12.83333333,0,12.7,3.7,-1.7
"3864","1",1,1,2,10,1,1,1,23,14,10,8,1,0,0,1,1,0,19,0,0,6,7,11.85714286,0,7.6,2.6,0.32
"3865","0",1,14,1,6,1,1,1,3,14,5,7,0,0,1,0,1,0,34,0,0,6,8,11.5,0,13.9,-0.3,0.79
"3866","0",1,8,2,15,1,1,1,1,1,5,6,0,0,0,1,1,0,20,0,0,6,12,0,0,10.8,1.4,1.74
"3867","0",1,1,1,12,1,1,1,22,27,8,8,0,0,0,1,1,0,20,1,0,7,7,0,0,13.9,-0.3,0.79
"3868","1",1,8,1,12,1,1,1,13,14,5,10,0,0,0,1,1,0,21,0,0,8,8,14.54,0,10.8,1.4,1.74
"3869","1",1,15,1,4,1,14,1,1,14,4,11,1,0,0,1,1,0,19,0,0,6,14,13,0,12.4,0.5,1.79
"3870","0",1,12,1,6,1,1,1,1,1,5,5,0,0,1,0,1,0,31,1,0,5,12,11.66666667,1,9.4,-0.8,-3.12
"3871","1",1,8,1,14,1,1,1,1,27,5,6,0,0,0,1,1,0,21,0,0,6,9,14.33333333,0,11.1,0.6,2.02
"3872","1",1,1,1,9,1,1,1,23,28,10,10,0,0,0,1,1,1,20,0,0,5,7,11.66666667,0,13.9,-0.3,0.79
"3873","1",1,14,2,12,1,6,1,1,14,5,11,0,0,0,1,1,0,22,0,0,7,7,12.73333333,0,7.6,2.6,0.32
"3874","0",1,1,2,5,1,1,1,13,14,4,4,1,1,0,0,1,0,19,0,0,6,6,0,0,9.4,-0.8,-3.12
"3875","0",1,12,1,8,1,1,1,1,1,12,2,1,0,1,0,1,0,41,1,0,5,5,0,5,12.7,3.7,-1.7
"3876","0",1,14,1,12,1,12,1,19,24,1,1,1,0,0,1,1,0,27,6,0,7,7,0,6,7.6,2.6,0.32
"3877","0",1,8,1,12,1,1,1,1,1,5,11,0,0,0,1,0,0,19,0,0,8,8,13.77142857,0,13.9,-0.3,0.79
"3878","1",1,9,2,12,1,1,10,1,1,5,4,1,0,0,1,0,1,20,0,0,8,8,14.2,0,9.4,-0.8,-3.12
"3879","1",1,14,4,12,1,6,1,23,27,6,10,1,0,0,1,0,1,19,0,0,7,7,13.55,0,7.6,2.6,0.32
"3880","1",2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,35,0,0,5,6,11.16666667,0,15.5,2.8,-4.06
"3881","1",1,8,5,15,1,1,1,13,10,8,4,1,0,0,1,0,0,22,0,0,6,7,15.28571429,0,13.9,-0.3,0.79
"3882","1",1,1,2,11,1,1,1,1,14,6,8,1,0,0,1,0,1,20,0,0,6,6,15,0,11.1,0.6,2.02
"3883","0",1,1,1,14,1,1,1,22,28,10,10,1,0,1,0,0,0,18,0,0,6,9,10.85714286,0,10.8,1.4,1.74
"3884","1",1,1,1,10,1,1,1,22,27,10,10,1,0,0,1,0,1,18,0,0,6,9,11.25,0,12.4,0.5,1.79
"3885","1",1,4,1,12,1,3,1,1,27,10,6,0,0,0,1,0,0,30,0,0,8,8,15.67571429,0,10.8,1.4,1.74
"3886","1",1,9,1,10,1,1,1,23,28,10,8,0,0,1,1,0,1,18,0,0,6,8,12,0,11.1,0.6,2.02
"3889","1",1,8,1,6,1,1,1,23,28,6,4,0,0,0,1,0,0,19,1,0,5,7,13.33333333,0,7.6,2.6,0.32
"3890","1",1,1,2,13,1,1,1,1,28,4,9,1,0,0,1,0,1,21,0,0,8,8,14.125,0,15.5,2.8,-4.06
"3893","1",1,1,3,9,1,1,1,1,1,6,8,1,0,0,1,0,1,18,0,0,5,7,12.5,0,12.7,3.7,-1.7
"3894","0",4,12,1,6,1,1,1,22,27,12,12,0,0,0,0,0,0,35,2,0,5,11,10.5,1,9.4,-0.8,-3.12
"3896","1",1,1,1,12,1,1,1,23,27,10,8,1,0,0,1,1,1,18,0,0,7,7,13.18333333,0,7.6,2.6,0.32
"3898","1",1,8,1,12,1,1,1,23,1,10,7,1,0,0,1,1,1,20,0,0,8,8,12.65125,0,15.5,2.8,-4.06
"3899","1",2,12,1,11,1,1,1,22,27,5,8,1,0,0,1,0,0,34,0,0,6,8,12.8,0,9.4,-0.8,-3.12
"3901","1",1,1,3,12,1,1,1,22,28,10,10,1,0,0,1,0,1,22,0,0,7,7,13.9,0,7.6,2.6,0.32
"3904","0",2,12,1,9,1,1,1,23,27,5,8,1,0,0,0,0,0,39,2,0,5,15,10.66666667,0,9.4,-0.8,-3.12
"3905","0",1,9,6,12,1,1,1,23,27,10,6,1,0,0,0,0,0,19,0,0,8,0,0,0,11.1,0.6,2.02
"3906","1",4,12,1,11,1,1,1,22,27,10,9,0,0,0,1,0,1,36,0,0,6,14,11.33333333,0,10.8,1.4,1.74
"3907","1",1,1,2,12,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,8,8,13.95714286,0,12.7,3.7,-1.7
"3909","1",2,12,1,10,1,1,1,23,28,10,8,0,0,1,1,0,1,42,0,0,6,7,15.28571429,0,11.1,0.6,2.02
"3910","0",1,12,1,7,1,1,1,22,27,12,12,1,0,0,1,0,0,34,0,0,5,6,0,0,10.8,1.4,1.74
"3912","1",2,15,1,3,0,14,1,22,14,10,11,0,0,0,1,0,0,33,0,2,6,7,15.5,0,13.9,-0.3,0.79
"3913","1",1,1,4,11,1,1,1,1,14,10,7,1,0,0,1,0,0,20,0,0,6,9,11.4,0,13.9,-0.3,0.79
"3914","1",1,1,2,14,1,1,1,15,21,1,6,1,0,1,1,0,0,19,0,0,5,7,12.75,2,7.6,2.6,0.32
"3915","0",2,14,1,17,0,3,1,22,14,10,5,0,0,1,1,0,0,34,0,3,9,18,12.22222222,0,16.2,0.3,-0.92
"3916","1",1,1,1,9,1,1,1,22,27,10,7,1,0,0,1,0,0,18,0,0,5,5,14,0,7.6,2.6,0.32
"3917","1",1,8,1,3,0,1,1,23,27,7,7,0,0,0,1,0,1,24,0,0,6,7,13,0,10.8,1.4,1.74
"3918","1",1,1,1,16,1,1,1,13,10,10,8,1,0,0,1,0,0,18,0,0,6,7,12.33333333,0,7.6,2.6,0.32
"3920","1",1,8,1,12,1,1,1,1,1,5,4,1,0,0,1,0,0,21,0,0,8,8,12.91,0,10.8,1.4,1.74
"3921","1",1,1,5,10,1,1,1,23,1,10,6,1,0,0,1,0,1,19,0,0,6,13,11,0,9.4,-0.8,-3.12
"3922","1",1,8,4,12,1,1,1,23,14,6,8,0,0,0,1,0,1,19,0,0,8,8,12.93625,0,15.5,2.8,-4.06
"3923","1",1,1,1,10,1,1,1,13,14,6,6,1,0,0,1,0,1,18,0,0,6,8,12.5,0,12.4,0.5,1.79
"3924","1",4,12,1,3,0,1,1,22,27,6,6,0,0,0,1,0,1,38,0,2,7,9,13,0,13.9,-0.3,0.79
"3927","1",1,8,5,12,1,1,1,13,1,5,4,1,0,0,1,0,0,19,0,0,8,8,14.34125,0,9.4,-0.8,-3.12
"3928","0",1,1,2,15,1,1,1,23,27,6,4,1,0,1,0,0,0,18,0,0,6,6,12,0,13.9,-0.3,0.79
"3929","1",1,1,6,2,1,1,1,13,27,6,6,1,0,0,1,0,1,18,0,0,0,0,0,0,9.4,-0.8,-3.12
"3931","1",1,1,1,15,1,1,2,1,1,6,10,0,0,0,1,0,1,18,0,0,6,6,14.16666667,0,12.7,3.7,-1.7
"3932","1",1,1,1,8,1,1,1,3,1,5,10,1,0,0,1,0,0,18,0,0,6,9,12.85714286,0,13.9,-0.3,0.79
"3933","1",1,4,1,17,0,15,1,13,14,8,4,0,0,0,1,0,0,26,0,5,10,12,13.4,0,11.1,0.6,2.02
"3935","0",1,9,3,14,1,1,1,23,28,10,10,1,0,0,1,0,1,19,0,0,6,6,0,0,12.7,3.7,-1.7
"3937","0",1,1,1,8,1,1,1,22,27,10,10,1,0,1,1,0,0,20,2,0,5,9,11,0,9.4,-0.8,-3.12
"3939","1",1,1,2,12,1,1,1,13,1,6,6,1,0,0,1,0,0,19,0,0,8,9,15.12777778,0,11.1,0.6,2.02
"3940","1",1,1,5,12,1,1,1,3,1,6,11,1,0,0,1,0,0,20,0,0,8,8,15.0125,0,12.4,0.5,1.79
"3942","0",1,12,1,16,1,12,1,13,4,10,5,1,0,0,1,0,0,29,0,0,6,6,0,0,11.1,0.6,2.02
"3943","1",1,8,3,10,1,1,1,3,3,3,3,1,0,0,1,0,0,19,0,0,6,12,11,0,12.7,3.7,-1.7
"3944","0",5,12,1,9,1,1,1,1,1,5,9,0,0,1,0,0,0,24,0,0,5,0,0,0,13.9,-0.3,0.79
"3945","0",5,12,1,4,1,1,1,1,1,5,9,0,0,1,0,0,0,27,0,0,6,7,0,0,8.9,1.4,3.51
"3946","1",1,8,1,15,1,1,1,22,27,10,9,1,0,0,1,0,1,18,0,0,6,7,14.28571429,0,13.9,-0.3,0.79
"3947","1",1,8,2,2,1,1,1,3,1,3,7,1,0,0,1,0,1,18,0,0,0,0,0,0,15.5,2.8,-4.06
"3948","0",1,8,4,13,1,1,1,23,27,4,8,1,0,0,1,0,0,21,0,0,7,0,0,0,12.7,3.7,-1.7
"3949","1",2,12,1,14,1,1,1,22,14,10,5,0,0,0,1,0,1,43,0,0,6,9,13,0,12.4,0.5,1.79
"3950","1",1,14,1,9,1,1,1,1,14,10,11,0,0,0,1,0,1,18,0,0,5,13,14.4,5,16.2,0.3,-0.92
"3951","0",1,9,1,6,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,6,6,15.33333333,0,8.9,1.4,3.51
"3952","0",1,4,1,9,1,3,1,6,19,2,8,0,0,0,1,0,0,26,0,0,5,0,0,0,9.4,-0.8,-3.12
"3953","1",1,1,6,12,1,1,1,1,14,10,5,1,0,0,1,0,1,19,0,0,8,8,14.21428571,0,12.7,3.7,-1.7
"3954","1",1,1,1,6,1,1,1,22,9,12,12,0,0,0,1,0,0,18,0,0,5,5,12.4,0,7.6,2.6,0.32
"3955","0",1,1,1,15,1,1,1,3,2,3,2,1,0,0,1,0,0,22,0,0,6,14,10,0,9.4,-0.8,-3.12
"3956","0",1,12,1,12,1,12,1,1,14,5,11,1,0,0,1,0,0,27,0,0,8,0,0,0,11.1,0.6,2.02
"3957","1",1,1,3,9,1,1,1,23,14,10,11,1,0,0,1,0,0,18,1,0,5,6,12.6,0,9.4,-0.8,-3.12
"3958","1",1,8,1,6,1,1,1,22,28,8,10,0,0,0,1,0,0,19,2,0,5,9,12.2,0,9.4,-0.8,-3.12
"3959","1",1,8,4,12,1,1,1,13,14,4,11,1,0,0,1,0,0,18,0,0,8,8,15.75,0,13.9,-0.3,0.79
"3960","1",1,1,1,6,1,1,1,23,27,5,5,0,0,0,1,0,1,19,0,0,6,9,14.85714286,0,11.1,0.6,2.02
"3961","0",1,12,1,6,1,1,1,22,27,10,10,0,0,0,0,0,0,32,0,0,6,0,0,0,11.1,0.6,2.02
"3962","1",1,13,1,12,1,1,1,22,1,10,5,1,0,0,1,0,0,23,0,14,17,17,15.02352941,0,15.5,2.8,-4.06
"3963","1",1,8,3,12,1,1,1,22,27,5,4,1,0,0,1,0,0,20,0,0,7,7,13.38333333,0,7.6,2.6,0.32
"3964","1",1,1,1,2,1,1,1,13,28,6,6,1,0,1,1,0,0,20,0,4,11,16,13.09090909,0,8.9,1.4,3.51
"3965","0",1,8,1,10,1,1,1,13,14,5,6,1,0,1,0,0,0,19,0,0,6,13,10.66666667,0,16.2,0.3,-0.92
"3966","1",1,1,3,12,1,1,1,13,14,6,6,1,0,0,1,0,1,18,0,0,8,8,13.01125,0,9.4,-0.8,-3.12
"3967","0",1,15,1,4,1,14,1,13,14,10,5,0,0,0,1,0,0,21,2,0,6,12,12,0,15.5,2.8,-4.06
"3969","1",1,15,1,6,1,14,1,3,14,3,5,1,0,0,1,0,0,22,0,1,6,18,12.66666667,0,12.4,0.5,1.79
"3970","1",1,15,1,17,0,14,1,22,27,10,10,0,0,0,1,0,0,26,0,0,5,7,11.4,0,12.7,3.7,-1.7
